JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
3799,1,BEN14,Bensby+2014,,HIP 22349,,,,SUN,,,,04:48:42.14,+18:42:33.98,72.17558,18.70944,,,,,,,,,,,5758.0,4.35,-0.35,0.97,,,,,8.69,,5.98,7.49,6.34,7.31,,,,6.12,,4.81,,5.3,,7.15,,5.89,,4.34,,,,,,,1.77,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3800,1,BEN14,Bensby+2014,,HIP 22632,,,,MP,,,,04:52:09.91,-27:03:50.94,73.04129,-27.06415,,,,,,,,,,,5909.0,4.22,-1.62,1.71,,,,,7.82,,4.57,6.37,,6.16,,,,5.02,,3.59,,3.96,,5.88,,4.54,,3.03,,,,,,,0.36,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3801,1,BEN14,Bensby+2014,,HIP 22824,,,,SUN,,,,04:54:42.54,-31:26:01.57,73.67725,-31.43377,,,,,,,,,,,5934.0,4.07,-0.13,1.12,,,,,8.57,,6.1,7.64,6.43,7.43,,,,6.29,,4.86,,5.5,,7.37,,6.06,,4.44,,,,,,,1.98,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3802,1,BEN14,Bensby+2014,,HIP 23383,,,,SUN,,,,05:01:37.21,-62:05:24.72,75.40505,-62.0902,,,,,,,,,,,5409.0,4.37,-0.22,0.66,,,,,8.8,,6.03,7.52,6.4,7.43,,,,6.16,,4.89,,5.43,,7.28,,6.03,,4.5,,,,,,,2.01,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3803,1,BEN14,Bensby+2014,,HIP 23941,,,,SUN,,,,05:08:43.70,-04:27:22.36,77.18208,-4.45621,,,,,,,,,,,6406.0,3.94,-0.24,1.56,,,,,8.65,,6.06,7.43,6.32,7.34,,,,6.2,,4.72,,5.37,,7.26,,5.92,,4.18,,,,,,,1.95,,,,,,,,,,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3804,1,BEN14,Bensby+2014,,HIP 24037,,,,SUN,,,,05:10:02.08,-07:04:18.30,77.50866,-7.07175,,,,,,,,,,,5441.0,4.34,-0.5,0.48,,,,,8.7,,5.8,7.38,6.22,7.21,,,,6.0,,4.7,,5.16,,7.0,,5.76,,4.45,,,,,,,1.77,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3805,1,BEN14,Bensby+2014,,HIP 24682,,,,SUN,,,,05:17:41.24,-37:37:06.60,79.42184,-37.6185,,,,,,,,,,,5242.0,3.62,-0.34,1.01,,,,,8.13,,5.92,7.38,6.21,7.24,,,,6.07,,4.67,,5.28,,7.16,,5.87,,4.32,,,,,,,1.75,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3806,1,BEN14,Bensby+2014,,HIP 24722,,,,SUN,,,,05:18:08.70,-76:54:14.47,79.53623,-76.90402,,,,,,,,,,,5580.0,4.36,-0.28,0.79,,,,,8.84,,6.03,7.51,6.4,7.37,,,,6.15,,4.88,,5.39,,7.22,,5.95,,4.44,,,,,,,1.94,,,,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3807,1,BEN14,Bensby+2014,,HIP 24819,,,,SUN,,,,05:19:12.66,-03:04:25.72,79.80274,-3.07381,,,,,,,,,,,4872.0,4.62,-0.21,0.56,,,,,8.38,,6.02,7.38,6.33,7.23,,,,6.19,,5.08,,5.61,,7.29,,5.99,,4.34,,,,,,,2.24,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3808,1,BEN14,Bensby+2014,,HIP 25209,,,,SUN,,,,05:23:34.47,+05:49:18.44,80.89362,5.82179,,,,,,,,,,,6848.0,4.07,0.0,1.78,,,,,8.93,,6.3,7.67,6.4,7.52,,,,6.36,,4.95,,5.62,,7.5,,6.16,,4.58,,,,,,,2.24,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3809,1,BEN14,Bensby+2014,,HIP 25528,,,,SUN,,,,05:27:32.52,-13:34:41.81,81.88549,-13.57828,,,,,,,,,,,6336.0,3.87,-0.4,1.56,,,,,8.83,,6.0,7.58,6.28,7.31,,,,6.15,,4.81,,5.23,,7.1,,5.82,,4.27,,,,,,,1.72,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3810,1,BEN14,Bensby+2014,,HIP 25905,,,,SUN,,,,05:31:44.36,+00:05:55.46,82.93484,0.09874,,,,,,,,,,,5480.0,4.42,-0.23,0.82,,,,,8.59,,5.99,7.44,6.31,7.34,,,,6.13,,4.79,,5.46,,7.27,,5.98,,4.4,,,,,,,2.09,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3811,1,BEN14,Bensby+2014,,HIP 26273,,,,SUN,,,,05:35:41.08,-27:37:14.99,83.92118,-27.62083,,,,,,,,,,,5429.0,3.76,-0.4,1.04,,,,,8.38,,5.79,7.42,6.21,7.15,,,,6.02,,4.67,,5.25,,7.1,,5.74,,4.23,,,,,,,1.73,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3812,1,BEN14,Bensby+2014,,HIP 26641,,,,SUN,,,,05:39:44.25,-05:03:02.59,84.93439,-5.05072,,,,,,,,,,,5506.0,4.68,-0.6,0.71,,,,,,,,6.96,,,,,,5.74,,4.56,,5.05,,6.9,,5.6,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3813,1,BEN14,Bensby+2014,,HIP 26828,,,,SUN,,,,05:41:46.76,+22:52:13.26,85.44483,22.87035,,,,,,,,,,,6457.0,4.14,-0.34,1.54,,,,,,,6.07,7.44,6.29,7.35,,,,6.18,,4.8,,5.23,,7.16,,5.91,,4.3,,,,,,,1.73,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3814,1,BEN14,Bensby+2014,,HIP 27072,,,,SUN,,,,05:44:27.79,-22:26:54.17,86.1158,-22.44838,,,,,,,,,,,6323.0,4.16,-0.02,1.39,,,,,,,6.21,7.57,6.47,7.5,,,,6.42,,4.9,,5.59,,7.48,,6.11,,4.39,,,,,,,2.17,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3815,1,BEN14,Bensby+2014,,HIP 27080,,,,SUN,,,,05:44:31.92,-70:08:36.85,86.13299,-70.14357,,,,,,,,,,,5144.0,4.56,-0.67,0.64,,,,,8.63,,5.59,7.26,6.11,7.07,,,,5.8,,4.6,,5.06,,6.83,,5.61,,4.03,,,,,,,1.72,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3816,1,BEN14,Bensby+2014,,HIP 27128,,,,SUN,,,,05:45:09.66,-26:59:30.44,86.29027,-26.99179,,,,,,,,,,,5892.0,4.02,-0.88,1.14,,,,,8.4,,5.44,7.1,5.82,6.88,,,,5.69,,4.3,,4.71,,6.62,,5.31,,3.95,,,,,,,1.24,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3817,1,BEN14,Bensby+2014,,HIP 28044,,,,SUN,,,,05:55:50.41,-00:53:11.29,88.96006,-0.88647,,,,,,,,,,,5361.0,3.61,-0.07,1.17,,,,,8.64,,6.17,7.71,6.52,7.52,,,,6.32,,4.92,,5.59,,7.43,,6.12,,4.45,,,,,,,2.22,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3818,1,BEN14,Bensby+2014,,HIP 28066,,,,SUN,,,,05:56:03.43,+13:55:29.71,89.0143,13.92492,,,,,,,,,,,5655.0,4.12,-0.17,0.94,,,,,8.8,,6.12,7.6,6.49,7.47,,,,6.27,,4.91,,5.49,,7.33,,6.06,,4.5,,,,,,,2.02,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3819,1,BEN14,Bensby+2014,,HIP 28159,,,,SUN,,,,05:57:01.78,+15:44:28.93,89.2574,15.74137,,,,,,,,,,,5668.0,4.06,-0.4,1.06,,,,,,,5.9,7.36,6.31,7.29,,,,6.09,,4.76,,5.29,,7.1,,5.82,,4.39,,,,,,,1.64,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3820,1,BEN14,Bensby+2014,,HIP 28267,,,,SUN,,,,05:58:21.54,-04:39:02.41,89.58973,-4.65067,,,,,,,,,,,5444.0,4.29,-0.16,0.82,,,,,8.79,,6.11,7.57,6.47,7.46,,,,6.24,,4.92,,5.52,,7.34,,6.07,,4.57,,,,,,,2.04,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3821,1,BEN14,Bensby+2014,,HIP 28369,,,,SUN,,,,05:59:37.26,-16:47:10.43,89.90523,-16.78623,,,,,,,,,,,6940.0,3.97,-0.15,2.1,,,,,9.05,,6.14,7.55,6.08,7.39,,,,6.24,,4.82,,5.47,,7.35,,6.01,,4.29,,,,,,,2.09,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3822,1,BEN14,Bensby+2014,,HIP 28403,,,,SUN,,,,05:59:55.79,-37:03:24.19,89.98247,-37.05672,,,,,,,,,,,5668.0,4.31,-0.33,0.84,,,,,8.52,,5.83,7.45,6.26,7.23,,,,6.05,,4.69,,5.3,,7.17,,5.83,,4.26,,,,,,,1.73,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3823,1,BEN14,Bensby+2014,,HIP 28671,,,,MP,,,,06:03:14.86,+19:21:38.70,90.81193,19.36075,,,,,,,,,,,5396.0,4.39,-1.11,0.77,,,,,,,5.01,6.6,5.34,6.56,,,,5.52,,4.11,,4.63,,6.39,,4.98,,3.6,,,,,,,1.06,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3824,1,BEN14,Bensby+2014,,HIP 29716,,,,SUN,,,,06:15:34.26,-00:30:43.88,93.89277,-0.51219,,,,,,,,,,,6337.0,3.89,-0.08,1.47,,,,,8.71,,6.17,7.56,6.41,7.44,,,,6.36,,4.91,,5.52,,7.42,,6.07,,4.41,,,,,,,2.17,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3825,1,BEN14,Bensby+2014,,HIP 30439,,,,SUN,,,,06:23:57.86,-45:56:50.78,95.9911,-45.94744,,,,,,,,,,,5353.0,3.79,-0.57,0.85,,,,,8.61,,5.73,7.39,6.17,7.16,,,,6.03,,4.68,,5.08,,6.93,,5.66,,4.15,,,,,,,1.7,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3826,1,BEN14,Bensby+2014,,HIP 30476,,,,SUN,,,,06:24:24.35,-42:50:51.07,96.10146,-42.84752,,,,,,,,,,,5665.0,4.14,-0.06,1.03,,,,,8.76,,6.21,7.74,6.58,7.53,,,,6.35,,4.95,,5.57,,7.44,,6.15,,4.8,,,,,,,1.96,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3827,1,BEN14,Bensby+2014,,HIP 30545,,,,SUN,,,,06:25:16.55,-00:56:45.17,96.31894,-0.94588,,,,,,,,,,,6042.0,3.89,-0.03,1.34,,,,,8.61,,6.23,7.61,6.5,7.51,,,,6.37,,4.93,,5.59,,7.47,,6.14,,4.51,,,,,,,2.13,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3828,1,BEN14,Bensby+2014,,HIP 31030,,,,SUN,,,,06:30:39.49,-17:55:19.34,97.66455,-17.92204,,,,,,,,,,,5129.0,3.48,-0.44,0.95,,,,,8.43,,5.81,7.37,6.17,7.16,,,,6.0,,4.63,,5.2,,7.06,,5.77,,4.19,,,,,,,1.72,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3829,1,BEN14,Bensby+2014,,HIP 32649,,,,SUN,,,,06:48:38.73,-32:28:04.15,102.16136,-32.46782,,,,,,,,,,,5385.0,3.87,-0.26,0.85,,,,,8.8,,6.06,7.58,6.46,7.41,,,,6.22,,4.91,,5.38,,7.24,,6.01,,4.44,,,,,,,1.88,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3830,1,BEN14,Bensby+2014,,HIP 33220,,,,SUN,,,,06:54:47.55,-31:08:24.97,103.69813,-31.14027,,,,,,,,,,,6767.0,4.07,-0.64,2.35,,,,,8.46,,5.74,7.3,5.83,7.05,,,,5.85,,4.51,,4.96,,6.86,,5.54,,4.09,,,,,,,1.45,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3831,1,BEN14,Bensby+2014,,HIP 33324,,,,SUN,,,,06:55:53.22,-56:56:32.64,103.97175,-56.9424,,,,,,,,,,,5826.0,4.24,-0.68,1.12,,,,,8.51,,5.66,7.29,5.99,7.05,,,,5.86,,4.49,,4.97,,6.82,,5.55,,4.04,,,,,,,1.42,,,,,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3832,1,BEN14,Bensby+2014,,HIP 33582,,,,SUN,,,,06:58:38.54,-00:28:49.69,104.66058,-0.48047,,,,,,,,,,,5773.0,4.11,-0.62,1.0,,,,,8.51,,5.68,7.34,6.09,7.07,,,,5.92,,4.52,,4.98,,6.88,,5.62,,4.13,,,,,,,1.41,,,,,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3833,1,BEN14,Bensby+2014,,HIP 33642,,,,SUN,,,,06:59:19.86,-39:35:32.89,104.83276,-39.59247,,,,,,,,,,,5754.0,4.09,-0.24,0.99,,,,,8.63,,6.03,7.54,6.39,7.35,,,,6.22,,4.83,,5.39,,7.26,,5.97,,4.47,,,,,,,1.88,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3834,1,BEN14,Bensby+2014,,HIP 34017,,,,SUN,,,,07:03:30.46,+29:20:13.49,105.87691,29.33708,,,,,,,,,,,5920.0,4.42,-0.12,0.91,,,,,,,6.11,7.52,6.39,7.4,,,,6.26,,4.86,,5.54,,7.38,,6.08,,5,,,,,,,2.02,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3835,1,BEN14,Bensby+2014,,HIP 34028,,,,SUN,,,,07:03:35.28,-39:57:52.70,105.89698,-39.96464,,,,,,,,,,,5224.0,3.37,-0.11,0.89,,,,,8.84,,6.24,7.62,6.45,7.41,,,,6.36,,4.9,,5.59,,7.39,,6.1,,4.38,,,,,,,2.09,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3836,1,BEN14,Bensby+2014,,HIP 34065,,,,SUN,,,,07:03:57.31,-43:36:28.91,105.98881,-43.60803,,,,,,,,,,,5751.0,4.14,-0.25,1.0,,,,,8.63,,6.0,7.53,6.31,7.33,,,,6.17,,4.78,,5.38,,7.25,,5.94,,4.35,,,,,,,1.78,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3837,1,BEN14,Bensby+2014,,HIP 34069,,,,SUN,,,,07:03:58.92,-43:36:40.86,105.99551,-43.61135,,,,,,,,,,,5169.0,4.4,-0.31,0.56,,,,,8.77,,5.92,7.38,6.28,7.32,,,,6.06,,4.78,,5.37,,7.19,,5.93,,4.42,,,,,,,1.96,,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3838,1,BEN14,Bensby+2014,,HIP 34212,,,,SUN,,,,07:05:37.18,-71:16:20.06,106.40493,-71.27224,,,,,,,,,,,6199.0,4.26,-0.04,1.34,,,,,8.68,,6.24,7.62,6.36,7.47,,,,6.3,,4.88,,5.54,,7.46,,6.13,,4.42,,,,,,,1.97,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3839,1,BEN14,Bensby+2014,,HIP 34254,,,,SUN,,,,07:06:02.36,-39:52:03.47,106.50983,-39.86763,,,,,,,,,,,5600.0,3.82,-0.04,1.21,,,,,8.63,,6.28,7.72,6.45,7.53,,,,6.34,,4.92,,5.57,,7.46,,6.17,,4.46,,,,,,,2.03,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3840,1,BEN14,Bensby+2014,,HIP 34285,,,,SUN,,,,07:06:28.95,-57:27:29.12,106.62063,-57.45809,,,,,,,,,,,5984.0,4.26,-0.96,1.5,,,,,8.01,,4.99,6.81,5.29,6.57,,,,5.51,,4.08,,4.69,,6.54,,5.04,,3.64,,,,,,,0.97,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3841,1,BEN14,Bensby+2014,,HIP 34410,,,,SUN,,,,07:08:02.29,-51:57:26.93,107.00953,-51.95748,,,,,,,,,,,6197.0,4.01,-0.26,1.52,,,,,8.49,,6.04,7.52,6.23,7.3,,,,6.12,,4.69,,5.36,,7.24,,5.92,,4.48,,,,,,,1.84,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3842,1,BEN14,Bensby+2014,,HIP 34511,,,,SUN,,,,07:09:04.96,+15:25:17.72,107.27065,15.42159,,,,,,,,,,,5789.0,4.44,-0.11,0.94,,,,,8.63,,6.09,7.48,6.31,7.39,,,,6.23,,4.84,,5.52,,7.39,,6.07,,4.39,,,,,,,2.11,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3843,1,BEN14,Bensby+2014,,HIP 34739,,,,SUN,,,,07:11:31.67,-49:25:27.12,107.88195,-49.4242,,,,,,,,,,,5409.0,4.4,-0.35,0.74,,,,,8.75,,5.9,7.48,6.34,7.31,,,,6.1,,4.77,,5.31,,7.15,,5.9,,4.34,,,,,,,1.84,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3844,1,BEN14,Bensby+2014,,HIP 34961,,,,SUN,,,,07:14:01.03,-51:28:08.36,108.50429,-51.46899,,,,,,,,,,,5277.0,4.41,-0.44,0.6,,,,,8.66,,5.86,7.43,6.29,7.25,,,,6.0,,4.77,,5.24,,7.06,,5.82,,4.38,,,,,,,1.91,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3845,1,BEN14,Bensby+2014,,HIP 35139,,,,SUN,,,,07:15:50.80,-13:02:58.13,108.96165,-13.04948,,,,,,,,,,,5771.0,4.47,-0.52,0.89,,,,,8.31,,5.76,7.29,6.01,7.06,,,,5.88,,4.51,,5.12,,6.98,,5.67,,4.13,,,,,,,1.6,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3846,1,BEN14,Bensby+2014,,HIP 35148,,,,SUN,,,,07:15:55.61,-27:26:54.42,108.9817,-27.44845,,,,,,,,,,,5869.0,4.07,-0.2,1.11,,,,,8.61,,6.02,7.48,6.26,7.32,,,,6.19,,4.8,,5.44,,7.3,,5.97,,4.44,,,,,,,1.88,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3847,1,BEN14,Bensby+2014,,HIP 35318,,,,SUN,,,,07:17:42.77,-54:29:55.79,109.42819,-54.49883,,,,,,,,,,,5972.0,3.97,-0.54,1.09,,,,,8.44,,5.74,7.24,5.99,7.04,,,,5.89,,4.46,,5.08,,6.96,,5.61,,4.03,,,,,,,1.47,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3848,1,BEN14,Bensby+2014,,HIP 35718,,,,SUN,,,,07:22:09.70,-01:51:45.83,110.5404,-1.86273,,,,,,,,,,,5310.0,4.46,-0.06,0.83,,,,,8.98,,6.17,7.61,6.52,7.58,,,,6.27,,5.01,,5.59,,7.44,,6.19,,4.66,,,,,,,2.17,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3849,2,BEN14,Bensby+2014,,HIP 36269,,,,MP,,,,07:28:03.22,-38:00:41.29,112.01342,-38.01147,,,,,,,,,,,6152.0,3.97,-1.66,3.0,,,,,7.53,,,6.34,,6.01,,,,5.01,,3.6,,3.91,,5.84,,4.58,,,,,,,,,0.73,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3850,2,BEN14,Bensby+2014,,HIP 36491,,,,SUN,,,,07:30:29.02,+18:57:40.61,112.6209,18.96128,,,,,,,,,,,5869.0,4.31,-0.95,1.26,,,,,8.28,,5.4,7.09,5.82,6.82,,,,5.63,,4.25,,4.71,,6.55,,5.29,,3.68,,,,,,,1.19,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3851,1,BEN14,Bensby+2014,,HIP 36515,,,,SUN,,,,07:30:42.51,-37:20:21.70,112.67713,-37.33936,,,,,,,,,,,5859.0,4.52,0.0,1.03,,,,,8.62,,6.15,7.54,6.4,7.47,,,,6.37,,4.97,,5.67,,7.5,,6.14,,4.49,,,,,,,2.31,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3852,1,BEN14,Bensby+2014,,HIP 36795,,,,SUN,,,,07:34:03.18,-22:17:45.85,113.51325,-22.29607,,,,,,,,,,,6348.0,3.89,-0.1,1.88,,,,,,,6.12,7.53,6.28,7.4,,,,6.3,,4.87,,5.51,,7.4,,6.05,,4.36,,,,,,,2.15,,,,,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3853,1,BEN14,Bensby+2014,,HIP 36849,,,,SUN,,,,07:34:35.11,+16:54:04.03,113.64628,16.90112,,,,,,,,,,,6012.0,4.16,-0.84,1.36,,,,,8.27,,5.53,7.07,5.73,6.82,,,,5.68,,4.33,,4.75,,6.66,,5.34,,3.87,,,,,,,1.21,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3854,1,BEN14,Bensby+2014,,HIP 36874,,,,SUN,,,,07:34:50.41,+24:57:16.09,113.71004,24.95447,,,,,,,,,,,5854.0,4.46,-0.02,0.96,,,,,,,6.14,7.58,6.52,7.48,,,,6.31,,5.01,,5.62,,7.48,,6.2,,4.55,,,,,,,2.11,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3855,1,BEN14,Bensby+2014,,HIP 37233,,,,SUN,,,,07:38:51.34,-05:27:55.94,114.71392,-5.46554,,,,,,,,,,,5694.0,4.02,-0.47,0.89,,,,,8.57,,5.78,7.45,6.27,7.24,,,,6.12,,4.78,,5.14,,7.03,,5.78,,4.15,,,,,,,1.73,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3856,1,BEN14,Bensby+2014,,HIP 37419,,,,SUN,,,,07:40:54.38,-26:21:48.64,115.22657,-26.36351,,,,,,,,,,,5715.0,4.38,-0.33,0.82,,,,,8.5,,5.86,7.35,6.2,7.21,,,,6.05,,4.65,,5.29,,7.17,,5.84,,4.24,,,,,,,1.76,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3857,1,BEN14,Bensby+2014,,HIP 37789,,,,SUN,,,,07:44:56.19,+39:33:22.93,116.23414,39.55637,,,,,,,,,,,5979.0,4.22,-0.63,1.21,,,,,,,5.63,7.24,5.91,7.02,,,,5.84,,4.51,,5.01,,6.87,,5.59,,3.97,,,,,,,1.46,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3858,1,BEN14,Bensby+2014,,HIP 37853,,,,SUN,,,,07:45:34.92,-34:10:21.29,116.3955,-34.17258,,,,,,,,,,,5852.0,4.24,-0.81,1.07,,,,,8.44,,5.58,7.2,5.9,6.9,,,,5.79,,4.43,,4.83,,6.6899999999999995,,5.41,,3.98,,,,,,,1.33,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3859,1,BEN14,Bensby+2014,,HIP 38134,,,,SUN,,,,07:48:53.54,-24:58:24.20,117.22307,-24.97339,,,,,,,,,,,5837.0,4.23,-0.89,1.08,,,,,8.43,,5.46,7.11,5.8,6.86,,,,5.74,,4.33,,4.81,,6.61,,5.34,,3.84,,,,,,,1.35,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3860,2,BEN14,Bensby+2014,,HIP 38541,,,,MP,,,,07:53:33.12,+30:36:18.25,118.38799,30.60507,,,,,,,,,,,5316.0,4.6,-1.84,1.0,,,,,,,4.29,6.06,,5.94,,,,4.8,,3.43,,3.97,,5.66,,4.33,,2.93,,,,,,,0.34,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3861,2,BEN14,Bensby+2014,,HIP 38625,,,,SUN,,,,07:54:34.18,-01:24:44.21,118.64242,-1.41228,,,,,,,,,,,5188.0,4.4,-0.91,0.62,,,,,8.51,,5.42,7.07,5.86,6.87,,,,5.67,,4.35,,4.81,,6.59,,5.34,,3.88,,,,,,,1.35,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3862,1,BEN14,Bensby+2014,,HIP 38750,,,,SUN,,,,07:56:00.64,+06:30:43.96,119.00268,6.51221,,,,,,,,,,,5763.0,3.92,-0.35,1.2,,,,,8.75,,5.99,7.57,6.33,7.34,,,,6.2,,4.83,,5.29,,7.15,,5.87,,4.48,,,,,,,1.84,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
3863,1,BEN14,Bensby+2014,,HIP 38782,,,,SUN,,,,07:56:16.31,-69:38:45.89,119.06795,-69.64608,,,,,,,,,,,5683.0,4.08,-0.05,1.08,,,,,8.79,,6.21,7.65,6.55,7.52,,,,6.32,,4.96,,5.56,,7.45,,6.14,,4.53,,,,,,,1.99,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
