#pigs01
 OSMARC05 T4524.0:g1.08:z-2.80:a+0.40:he0.0 TAU_5000 Tvtvt= 2.50/H=-2.80
ALL abundances NOT listed below differ from solar by  -2.80 dex

Abundance Results for Species Fe I         (input abundance =   4.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
Abundance Results for Species Sc II        (input abundance =   0.500)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4415.557   21.10000   0.595  -0.668    96.50    -4.660     0.787    0.108
  4670.407   21.10000   1.357  -0.576    48.60    -4.983     0.709    0.030
  5031.021   21.10000   1.357  -0.400    54.50    -4.965     0.541   -0.138
average abundance =  0.679     std. deviation =  0.126     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =  -4.044D-04  intercept =   2.582  corr. coeff. =  -0.994

Abundance Results for Species Ti I         (input abundance =   2.300)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4512.734   22.00000   0.836  -0.400    35.60    -5.103     2.322    0.068
  4518.022   22.00000   0.826  -0.250    50.30    -4.953     2.407    0.153
  4533.239   22.00000   0.848   0.540    81.70    -4.744     2.157   -0.097
  4534.776   22.00000   0.836   0.350    75.50    -4.779     2.224   -0.030
  4535.568   22.00000   0.826   0.140    70.90    -4.806     2.343    0.089
  4548.764   22.00000   0.826  -0.280    38.70    -5.070     2.235   -0.019
  4555.483   22.00000   0.848  -0.400    35.50    -5.108     2.328    0.074
  4656.468   22.00000   0.000  -1.290    57.50    -4.908     2.303    0.049
  4681.909   22.00000   0.048  -1.030    69.40    -4.829     2.273    0.020
  4840.874   22.00000   0.900  -0.430    27.50    -5.246     2.205   -0.049
  4981.730   22.00000   0.848   0.570   113.70    -4.642     2.466    0.212
  4999.503   22.00000   0.826   0.320    71.80    -4.843     2.021   -0.233
  5016.161   22.00000   0.848  -0.480    35.40    -5.151     2.293    0.039
  5039.958   22.00000   0.021  -1.080    69.60    -4.860     2.183   -0.071
  5064.653   22.00000   0.048  -0.940    79.50    -4.804     2.213   -0.041
  5173.743   22.00000   0.000  -1.060    72.90    -4.851     2.141   -0.113
  5192.969   22.00000   0.021  -0.950    83.80    -4.792     2.203   -0.051
average abundance =  2.254     std. deviation =  0.106     #lines =  17
 No statistics done for E.P. trends
R.W. correlation:  slope =  -0.030  intercept =   2.109  corr. coeff. =  -0.046
wav. correl.:  slope =  -1.560D-04  intercept =   3.001  corr. coeff. =  -0.380

Abundance Results for Species Ti II        (input abundance =   2.300)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4409.518   22.10000   1.231  -2.530    48.60    -4.958     2.980   -0.038
  4417.713   22.10000   1.165  -1.190   130.10    -4.531     3.225    0.207
  4418.331   22.10000   1.237  -1.990    79.30    -4.746     3.053    0.035
  4443.801   22.10000   1.080  -0.710   153.00    -4.463     3.033    0.016
  4444.554   22.10000   1.116  -2.200    80.90    -4.740     3.113    0.095
  4450.482   22.10000   1.084  -1.520   119.60    -4.571     3.201    0.183
  4464.449   22.10000   1.161  -1.810    76.60    -4.766     2.689   -0.328
  4468.493   22.10000   1.131  -0.630   161.60    -4.442     3.149    0.131
  4470.853   22.10000   1.165  -2.020    89.90    -4.697     3.179    0.162
  4493.522   22.10000   1.080  -2.780    42.00    -5.029     2.866   -0.151
  4501.270   22.10000   1.116  -0.770   155.80    -4.461     3.150    0.132
  4533.960   22.10000   1.237  -0.530   164.90    -4.439     3.200    0.182
  4563.757   22.10000   1.221  -0.690   142.20    -4.506     2.932   -0.086
  4571.971   22.10000   1.572  -0.310   142.80    -4.505     3.049    0.031
  4636.320   22.10000   1.165  -3.230    22.00    -5.324     2.967   -0.051
  4657.201   22.10000   1.243  -2.290    67.10    -4.841     3.004   -0.014
  4708.663   22.10000   1.237  -2.350    70.40    -4.825     3.096    0.078
  4798.531   22.10000   1.080  -2.660    62.50    -4.885     3.017   -0.001
  4865.610   22.10000   1.116  -2.700    50.60    -4.983     2.877   -0.141
  5129.156   22.10000   1.892  -1.340    81.90    -4.797     3.045    0.027
  5154.068   22.10000   1.566  -1.750    72.10    -4.854     2.827   -0.191
  5185.902   22.10000   1.893  -1.410    59.80    -4.938     2.712   -0.305
  5188.687   22.10000   1.582  -1.050   121.10    -4.632     3.045    0.027
average abundance =  3.018     std. deviation =  0.148     #lines =  23
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.352  intercept =   4.684  corr. coeff. =   0.545
wav. correl.:  slope =  -2.308D-04  intercept =   4.092  corr. coeff. =  -0.420

Abundance Results for Species Cr I         (input abundance =   2.990)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4254.352   24.00000   0.000  -0.090   142.50    -4.475     2.128   -0.392
  4274.812   24.00000   0.000  -0.220   157.60    -4.433     2.567    0.047
  4545.953   24.00000   0.941  -1.370    34.10    -5.125     2.615    0.095
  4646.162   24.00000   1.030  -0.740    73.10    -4.803     2.737    0.216
  4651.284   24.00000   0.983  -1.460    25.20    -5.266     2.555    0.035
average abundance =  2.520     std. deviation =  0.231     #lines =   5
 No statistics done for E.P. trends
R.W. correlation:  slope =  -0.282  intercept =   1.163  corr. coeff. =  -0.457
 No statistics done for wavelength trends

Abundance Results for Species Cr II        (input abundance =   2.990)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4558.650   24.10000   4.073  -0.449    33.80    -5.130     3.351    0.089
  4588.199   24.10000   4.071  -0.627    20.60    -5.348     3.172   -0.089
average abundance =  3.261     std. deviation =  0.126     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mn I         (input abundance =   2.780)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4754.040   25.00000   2.282  -0.088    31.50    -5.179     2.220    0.000
average abundance =  2.220     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ni I         (input abundance =   3.570)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4904.412   28.00000   3.542  -0.170    33.20    -5.169     3.880    0.131
  5081.110   28.00000   3.847   0.300    21.50    -5.374     3.511   -0.239
  5084.096   28.00000   3.679   0.030    21.90    -5.366     3.572   -0.178
  5115.392   28.00000   3.834  -0.110    20.50    -5.397     3.874    0.124
  5155.764   28.00000   3.898   0.074    26.40    -5.291     3.911    0.162
average abundance =  3.750     std. deviation =  0.192     #lines =   5
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Zn I         (input abundance =   1.910)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4722.153   30.00000   4.030  -0.338    31.10    -5.181     2.435    0.083
  4810.528   30.00000   4.078  -0.137    30.80    -5.194     2.268   -0.083
average abundance =  2.352     std. deviation =  0.118     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Sr II        (input abundance =   0.220)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4077.709   38.10000   0.000   0.167   208.10    -4.292     0.302    0.000
average abundance =  0.302     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Y  II        (input abundance =  -0.440)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4398.010   39.10000   0.130  -1.000    70.50    -4.795    -0.173    0.193
  4883.682   39.10000   1.084   0.070    56.60    -4.936    -0.374   -0.008
  4900.119   39.10000   1.033  -0.090    45.50    -5.032    -0.489   -0.124
  5087.419   39.10000   1.084  -0.170    43.00    -5.073    -0.426   -0.060
average abundance = -0.365     std. deviation =  0.137     #lines =   4
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =  -4.149D-04  intercept =   1.633  corr. coeff. =  -0.892

Abundance Results for Species Ba II        (input abundance =  -0.470)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4554.029   56.10000   0.000   0.170   150.50    -4.481    -0.509   -0.036
  4934.076   56.10000   0.000  -0.150   150.80    -4.515    -0.437    0.036
average abundance = -0.473     std. deviation =  0.051     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends


==================================================================================================
#pigs09
 OSMARC05 T4403.0:g0.87:z-2.90:a+0.40:he0.0 TAU_5000 Tvt= 2.00 M/H=-2.90

Abundance Results for Species Fe I         (input abundance =   4.600)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4430.614   26.00000   2.223  -1.659    68.10    -4.813     4.794    0.209
  4442.339   26.00000   2.198  -1.255    75.60    -4.769     4.500   -0.085
  5171.596   26.00000   1.485  -1.793   145.90    -4.550     4.974    0.389
  5191.455   26.00000   3.039  -0.551    61.70    -4.925     4.409   -0.176
  5501.465   26.00000   0.958  -3.047   109.40    -4.701     4.720    0.135
  5506.779   26.00000   0.990  -2.797   118.70    -4.666     4.664    0.079
  5586.755   26.00000   3.368  -0.120    76.40    -4.864     4.581   -0.004
  5615.644   26.00000   3.332   0.050    71.70    -4.894     4.274   -0.311
  6191.558   26.00000   2.433  -1.417    69.10    -4.952     4.408   -0.177
  6230.722   26.00000   2.559  -1.281    72.70    -4.933     4.489   -0.096
  6393.601   26.00000   2.433  -1.432    84.80    -4.877     4.622    0.037
average abundance =  4.585     std. deviation =  0.199     #lines =  11
E.P. correlation:  slope =  -0.157  intercept =   4.943  corr. coeff. =  -0.663
 No statistics done for R.W. trends
wav. correl.:  slope =  -9.381D-05  intercept =   5.099  corr. coeff. =  -0.308

Abundance Results for Species Fe II        (input abundance =   4.600)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5234.623   26.10000   3.221  -2.230    44.90    -5.067     4.895   -0.090
  5275.997   26.10000   3.199  -1.940    43.20    -5.087     4.538   -0.447
  5018.436   26.10000   2.891  -1.220   146.70    -4.534     5.522    0.537
average abundance =  4.985     std. deviation =  0.498     #lines =   3
 No statistics done for E.P. trends
R.W. correlation:  slope =   1.501  intercept =  12.332  corr. coeff. =   0.945
 No statistics done for wavelength trends

Abundance Results for Species Na I         (input abundance =   3.340)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5889.951   11.00000   0.000   0.108   192.10    -4.487     3.388   -0.099
  5895.924   11.00000   0.000  -0.194   184.30    -4.505     3.586    0.099
average abundance =  3.487     std. deviation =  0.140     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mg I         (input abundance =   4.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4571.096   12.00000   0.000  -5.623   116.40    -4.594     5.236    0.070
  5172.684   12.00000   2.712  -0.450   232.30    -4.348     5.225    0.060
  5183.604   12.00000   2.717  -0.239   234.00    -4.345     5.030   -0.135
  5528.405   12.00000   4.346  -0.498    75.70    -4.864     5.170    0.005
average abundance =  5.165     std. deviation =  0.095     #lines =   4
E.P. correlation:  slope =  -0.019  intercept =   5.212  corr. coeff. =  -0.359
R.W. correlation:  slope =  -0.111  intercept =   4.662  corr. coeff. =  -0.289
wav. correl.:  slope =  -8.871D-05  intercept =   5.619  corr. coeff. =  -0.372

Abundance Results for Species K  I         (input abundance =   2.130)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  7664.899   19.00000   0.000   0.149    82.00    -4.971     2.732    0.065
  7698.964   19.00000   0.000  -0.154    50.40    -5.184     2.602   -0.065
average abundance =  2.667     std. deviation =  0.092     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ca I         (input abundance =   3.440)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5857.451   20.00000   2.933   0.240    26.80    -5.340     3.776   -0.005
  6102.723   20.00000   1.879  -0.793    44.10    -5.141     3.753   -0.028
  6122.217   20.00000   1.886  -0.316    70.90    -4.936     3.689   -0.092
  6162.173   20.00000   1.899  -0.090    99.90    -4.790     3.928    0.147
  6169.563   20.00000   2.526  -0.478    21.00    -5.468     3.811    0.030
  6439.075   20.00000   2.526   0.390    67.20    -4.981     3.729   -0.052
average abundance =  3.781     std. deviation =  0.083     #lines =   6
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.047  intercept =   4.020  corr. coeff. =   0.145
wav. correl.:  slope =  -4.193D-05  intercept =   4.038  corr. coeff. =  -0.094

Abundance Results for Species Sc II        (input abundance =   0.250)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5526.790   21.10000   1.768   0.024    52.60    -5.021     0.526   -0.056
  5657.896   21.10000   1.507  -0.603    43.10    -5.118     0.639    0.056
average abundance =  0.582     std. deviation =  0.080     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ti I         (input abundance =   2.050)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4534.776   22.00000   0.836   0.350    64.90    -4.844     2.291    0.010
  5173.743   22.00000   0.000  -1.060    60.00    -4.936     2.271   -0.010
average abundance =  2.281     std. deviation =  0.014     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ti II        (input abundance =   2.050)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5185.902   22.10000   1.893  -1.410    52.20    -4.997     2.565    0.030
  5188.687   22.10000   1.582  -1.050    95.20    -4.736     2.543    0.008
  5336.786   22.10000   1.582  -1.600    63.00    -4.928     2.496   -0.038
average abundance =  2.535     std. deviation =  0.035     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Cr I         (input abundance =   2.740)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5409.784   24.00000   1.030  -0.670    55.10    -4.992     2.395    0.000
average abundance =  2.395     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ni I         (input abundance =   3.320)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5476.904   28.00000   1.826  -0.780   110.80    -4.694     3.520    0.000
